VendaID,ProdutoID,ValorVenda,DataVenda,LocalizacaoCliente,ClienteID,Nome,Idade,Localizacao,PreferenciaProduto
85,172,85.24,2024-02-19,Camargo,223,Ágatha Vasconcelos,63,Camargo,Livros
85,172,85.24,2024-02-19,Camargo,331,Sra. Juliana Fernandes,80,Camargo,Livros
86,125,49.08,2024-03-27,Pereira de Barros,86,Vicente Abreu,39,Pereira de Barros,Eletrônicos
87,174,3.88,2024-07-04,Fogaça de Lima,87,Rael Lima,32,Fogaça de Lima,Livros
88,197,46.78,2023-11-16,Camargo,8,Isaac Farias,59,Camargo,Roupas
88,197,46.78,2023-11-16,Camargo,85,Rafael Casa Grande,45,Camargo,Jogos
88,197,46.78,2023-11-16,Camargo,88,Evelyn Barbosa,44,Camargo,Eletrônicos
88,197,46.78,2023-11-16,Camargo,223,Ágatha Vasconcelos,63,Camargo,Livros
88,197,46.78,2023-11-16,Camargo,331,Sra. Juliana Fernandes,80,Camargo,Livros
89,181,4.51,2024-04-25,Macedo Grande,89,Dra. Vitória Marques,62,Macedo Grande,Jogos
90,174,96.45,2023-11-27,Carvalho,74,Gabrielly Teixeira,63,Carvalho,Roupas
90,174,96.45,2023-11-27,Carvalho,90,Natália Viana,60,Carvalho,Livros
90,174,96.45,2023-11-27,Carvalho,507,Augusto Camargo,56,Carvalho,Eletrônicos
90,174,96.45,2023-11-27,Carvalho,603,Ágatha da Costa,80,Carvalho,Jogos
90,174,96.45,2023-11-27,Carvalho,660,Felipe Duarte,48,Carvalho,Roupas
91,197,84.19,2023-12-07,Nogueira,91,Srta. Ana Luiza Lopes,70,Nogueira,Eletrônicos
91,197,84.19,2023-12-07,Nogueira,163,Ágatha da Mota,46,Nogueira,Livros
91,197,84.19,2023-12-07,Nogueira,215,Anna Liz Barros,43,Nogueira,Eletrodomésticos
91,197,84.19,2023-12-07,Nogueira,244,Bruna Ferreira,58,Nogueira,Jogos
91,197,84.19,2023-12-07,Nogueira,361,Zoe Aparecida,47,Nogueira,Eletrodomésticos
91,197,84.19,2023-12-07,Nogueira,374,Liam Sampaio,47,Nogueira,Livros
91,197,84.19,2023-12-07,Nogueira,401,Dr. Gustavo Henrique Araújo,80,Nogueira,Eletrodomésticos
91,197,84.19,2023-12-07,Nogueira,505,Enzo Gabriel Camargo,29,Nogueira,Eletrônicos
91,197,84.19,2023-12-07,Nogueira,684,Brayan Teixeira,73,Nogueira,Jogos
92,123,98.98,2023-12-30,Cardoso,56,Vinícius Ribeiro,80,Cardoso,Eletrônicos
92,123,98.98,2023-12-30,Cardoso,92,Sophie Siqueira,68,Cardoso,Jogos
92,123,98.98,2023-12-30,Cardoso,384,Sr. Caleb Jesus,63,Cardoso,Jogos
92,123,98.98,2023-12-30,Cardoso,512,Caroline Azevedo,70,Cardoso,Livros
93,109,25.2,2024-06-30,Pimenta,93,Erick Sales,75,Pimenta,Eletrodomésticos
93,109,25.2,2024-06-30,Pimenta,241,Sophie Abreu,69,Pimenta,Eletrodomésticos
93,109,25.2,2024-06-30,Pimenta,430,Isaque Porto,49,Pimenta,Roupas
93,109,25.2,2024-06-30,Pimenta,518,Stella Duarte,45,Pimenta,Eletrodomésticos
93,109,25.2,2024-06-30,Pimenta,522,Vitória Correia,23,Pimenta,Livros
93,109,25.2,2024-06-30,Pimenta,618,Dra. Ana Clara Teixeira,56,Pimenta,Eletrônicos
94,131,65.16,2024-04-02,Rocha,94,Daniela Peixoto,29,Rocha,Jogos
94,131,65.16,2024-04-02,Rocha,164,Srta. Maria Cecília Rezende,72,Rocha,Livros
94,131,65.16,2024-04-02,Rocha,173,Breno Sousa,68,Rocha,Eletrodomésticos
94,131,65.16,2024-04-02,Rocha,830,Carlos Eduardo Campos,37,Rocha,Eletrônicos
95,127,95.57,2024-08-12,Monteiro,95,Olívia Porto,54,Monteiro,Livros
95,127,95.57,2024-08-12,Monteiro,362,Isis Cavalcanti,25,Monteiro,Livros
95,127,95.57,2024-08-12,Monteiro,413,Luísa da Cunha,46,Monteiro,Eletrodomésticos
95,127,95.57,2024-08-12,Monteiro,556,Pedro Henrique Moreira,78,Monteiro,Roupas
95,127,95.57,2024-08-12,Monteiro,648,Jade Casa Grande,43,Monteiro,Roupas
95,127,95.57,2024-08-12,Monteiro,710,Pietro Costa,50,Monteiro,Eletrodomésticos
96,142,15.23,2023-10-15,Macedo do Sul,96,Sr. Isaque Oliveira,61,Macedo do Sul,Livros
97,116,4.66,2024-01-17,Rezende Paulista,97,Thomas da Cruz,70,Rezende Paulista,Jogos
98,174,26.32,2024-09-29,Santos de da Mata,98,Apollo Moreira,79,Santos de da Mata,Eletrônicos
99,136,36.98,2024-08-07,Macedo de Mendonça,99,Daniela Costela,22,Macedo de Mendonça,Eletrodomésticos
100,177,10.82,2024-06-08,Marques,100,Clarice Melo,57,Marques,Eletrodomésticos
100,177,10.82,2024-06-08,Marques,137,Isabelly Marques,79,Marques,Eletrônicos
100,177,10.82,2024-06-08,Marques,389,Davi Lucas Sampaio,38,Marques,Livros
100,177,10.82,2024-06-08,Marques,428,Davi Lucas Mendes,45,Marques,Roupas
100,177,10.82,2024-06-08,Marques,679,Sr. Luiz Otávio das Neves,20,Marques,Roupas
100,177,10.82,2024-06-08,Marques,747,Ravi Lucca Ramos,21,Marques,Livros
100,177,10.82,2024-06-08,Marques,822,Sophie Teixeira,74,Marques,Eletrônicos
101,124,4.1,2024-04-30,Castro do Oeste,101,Sr. Gael Alves,38,Castro do Oeste,Jogos
102,155,26.03,2024-08-28,Pastor de Fernandes,102,Bento Alves,60,Pastor de Fernandes,Jogos
103,102,2.72,2024-09-18,Aragão,103,Maria Helena Aparecida,49,Aragão,Eletrônicos
103,102,2.72,2024-09-18,Aragão,345,Raul Lopes,36,Aragão,Eletrônicos
103,102,2.72,2024-09-18,Aragão,520,Ryan das Neves,26,Aragão,Livros
103,102,2.72,2024-09-18,Aragão,608,Maria Julia Leão,22,Aragão,Eletrodomésticos
103,102,2.72,2024-09-18,Aragão,775,Sr. Ravi da Costa,79,Aragão,Livros
103,102,2.72,2024-09-18,Aragão,978,Lorenzo Siqueira,80,Aragão,Livros
104,126,93.28,2023-11-14,Câmara do Campo,104,Ayla Dias,78,Câmara do Campo,Eletrônicos
105,192,67.01,2024-09-05,Pastor Grande,105,Nicolas Cardoso,37,Pastor Grande,Livros
106,173,1.83,2023-12-16,Vasconcelos,72,Kevin Silveira,30,Vasconcelos,Eletrônicos
106,173,1.83,2023-12-16,Vasconcelos,106,Gustavo Freitas,79,Vasconcelos,Eletrônicos
106,173,1.83,2023-12-16,Vasconcelos,393,Cauã Lima,80,Vasconcelos,Eletrônicos
106,173,1.83,2023-12-16,Vasconcelos,533,Sr. Davi Miguel Oliveira,24,Vasconcelos,Livros
106,173,1.83,2023-12-16,Vasconcelos,576,Mariana da Costa,48,Vasconcelos,Eletrodomésticos
107,152,77.9,2023-10-17,da Rocha da Praia,107,Maria Isis Sampaio,32,da Rocha da Praia,Eletrônicos
108,106,61.54,2024-05-15,Carvalho da Praia,108,Ian Fogaça,60,Carvalho da Praia,Eletrodomésticos
108,106,61.54,2024-05-15,Carvalho da Praia,625,Sra. Maria Flor da Rosa,21,Carvalho da Praia,Jogos
109,181,72.66,2024-08-29,Costela,39,Sr. Davi Lucas Barros,59,Costela,Eletrônicos
109,181,72.66,2024-08-29,Costela,57,Luiz Fernando Leão,19,Costela,Livros
109,181,72.66,2024-08-29,Costela,109,Lunna Vieira,18,Costela,Livros
109,181,72.66,2024-08-29,Costela,411,Helena Santos,52,Costela,Eletrônicos
109,181,72.66,2024-08-29,Costela,491,Dr. Luan Machado,74,Costela,Eletrônicos
110,141,39.47,2024-04-05,Rezende do Oeste,110,Ester Carvalho,76,Rezende do Oeste,Jogos
111,198,52.09,2024-08-27,Borges,111,Eduardo da Rocha,36,Borges,Eletrônicos
111,198,52.09,2024-08-27,Borges,128,Sophie Nogueira,40,Borges,Eletrodomésticos
111,198,52.09,2024-08-27,Borges,155,Srta. Olivia da Rocha,70,Borges,Roupas
111,198,52.09,2024-08-27,Borges,309,Sr. Bryan Pacheco,70,Borges,Livros
111,198,52.09,2024-08-27,Borges,406,Heitor Cardoso,66,Borges,Roupas
111,198,52.09,2024-08-27,Borges,451,Sr. Luigi da Mota,46,Borges,Eletrodomésticos
111,198,52.09,2024-08-27,Borges,530,Julia Freitas,37,Borges,Roupas
111,198,52.09,2024-08-27,Borges,945,João Guilherme Vasconcelos,60,Borges,Eletrônicos
112,154,31.65,2024-05-04,Almeida,61,Asafe da Mata,60,Almeida,Eletrônicos
112,154,31.65,2024-05-04,Almeida,112,Heitor Pastor,33,Almeida,Roupas
112,154,31.65,2024-05-04,Almeida,167,Leonardo da Mota,80,Almeida,Eletrodomésticos
112,154,31.65,2024-05-04,Almeida,604,Luan Mendes,58,Almeida,Roupas
112,154,31.65,2024-05-04,Almeida,620,Vinicius Pires,38,Almeida,Eletrônicos
112,154,31.65,2024-05-04,Almeida,761,Ana Liz Câmara,44,Almeida,Eletrodomésticos
112,154,31.65,2024-05-04,Almeida,901,Srta. Clara Marques,44,Almeida,Eletrônicos
113,116,46.12,2024-04-24,da Costa,113,João Lucas Aparecida,55,da Costa,Livros
113,116,46.12,2024-04-24,da Costa,486,Yasmin Vargas,61,da Costa,Livros
113,116,46.12,2024-04-24,da Costa,746,Larissa Nascimento,36,da Costa,Eletrônicos
113,116,46.12,2024-04-24,da Costa,772,Joaquim Nogueira,26,da Costa,Eletrodomésticos
113,116,46.12,2024-04-24,da Costa,888,Thomas Guerra,76,da Costa,Eletrônicos
114,190,9.49,2023-12-05,da Mota,80,Nicole Souza,18,da Mota,Jogos
114,190,9.49,2023-12-05,da Mota,114,Sr. Pedro da Mota,72,da Mota,Eletrodomésticos
114,190,9.49,2023-12-05,da Mota,174,Otto Barros,28,da Mota,Jogos
114,190,9.49,2023-12-05,da Mota,266,Ana Lívia Fogaça,32,da Mota,Eletrônicos
114,190,9.49,2023-12-05,da Mota,368,Benjamim Gonçalves,18,da Mota,Eletrônicos
114,190,9.49,2023-12-05,da Mota,488,Henry Montenegro,43,da Mota,Eletrônicos
114,190,9.49,2023-12-05,da Mota,508,Carlos Eduardo Martins,59,da Mota,Eletrodomésticos
114,190,9.49,2023-12-05,da Mota,546,Liam Pinto,62,da Mota,Livros
114,190,9.49,2023-12-05,da Mota,650,Dr. Marcelo Gonçalves,33,da Mota,Jogos
114,190,9.49,2023-12-05,da Mota,788,Ester da Paz,40,da Mota,Roupas
114,190,9.49,2023-12-05,da Mota,797,Sr. Theo Abreu,18,da Mota,Eletrodomésticos
114,190,9.49,2023-12-05,da Mota,986,Daniel Moura,63,da Mota,Eletrônicos
115,111,45.37,2024-07-01,Rezende do Campo,115,Agatha Macedo,34,Rezende do Campo,Roupas
115,111,45.37,2024-07-01,Rezende do Campo,671,Cecilia Sales,32,Rezende do Campo,Roupas
116,101,1.12,2023-11-09,Cavalcanti Alegre,116,Dr. Mateus Duarte,67,Cavalcanti Alegre,Eletrodomésticos
117,131,80.77,2024-07-04,Souza,21,Ester Barros,76,Souza,Eletrodomésticos
117,131,80.77,2024-07-04,Souza,62,Joana Fogaça,40,Souza,Livros
117,131,80.77,2024-07-04,Souza,117,Maria Julia Sampaio,56,Souza,Eletrodomésticos
117,131,80.77,2024-07-04,Souza,252,Manuela Cardoso,66,Souza,Roupas
117,131,80.77,2024-07-04,Souza,284,Ester Moraes,30,Souza,Eletrônicos
117,131,80.77,2024-07-04,Souza,599,Eloá Peixoto,54,Souza,Eletrônicos
117,131,80.77,2024-07-04,Souza,607,Rafael Campos,42,Souza,Eletrônicos
117,131,80.77,2024-07-04,Souza,632,Dante Santos,46,Souza,Eletrônicos
117,131,80.77,2024-07-04,Souza,662,Yan Andrade,31,Souza,Roupas
117,131,80.77,2024-07-04,Souza,927,Kaique Cirino,39,Souza,Roupas
117,131,80.77,2024-07-04,Souza,1000,Dra. Brenda Nogueira,19,Souza,Eletrodomésticos
118,100,46.12,2023-12-26,das Neves do Amparo,118,Ester Pastor,35,das Neves do Amparo,Livros
119,107,36.84,2024-09-14,Moraes da Serra,2,Felipe Mendonça,68,Moraes da Serra,Jogos
119,107,36.84,2024-09-14,Moraes da Serra,119,Isaque Campos,45,Moraes da Serra,Eletrodomésticos
120,167,39.05,2024-08-28,Peixoto,3,Davi Lucca Aparecida,31,Peixoto,Roupas
120,167,39.05,2024-08-28,Peixoto,37,Srta. Maria Eduarda da Cruz,55,Peixoto,Eletrodomésticos
120,167,39.05,2024-08-28,Peixoto,120,Rafaela Andrade,57,Peixoto,Eletrônicos
120,167,39.05,2024-08-28,Peixoto,482,Luan da Conceição,26,Peixoto,Jogos
120,167,39.05,2024-08-28,Peixoto,691,João Miguel Santos,21,Peixoto,Eletrodomésticos
120,167,39.05,2024-08-28,Peixoto,855,Daniela Araújo,23,Peixoto,Eletrônicos
121,197,87.43,2024-09-23,Casa Grande,121,Vicente Barros,18,Casa Grande,Eletrodomésticos
121,197,87.43,2024-09-23,Casa Grande,202,Marcelo Azevedo,51,Casa Grande,Jogos
121,197,87.43,2024-09-23,Casa Grande,464,Anthony das Neves,37,Casa Grande,Livros
121,197,87.43,2024-09-23,Casa Grande,919,Sabrina Dias,35,Casa Grande,Eletrodomésticos
121,197,87.43,2024-09-23,Casa Grande,962,Ana Laura Lima,60,Casa Grande,Livros
122,166,38.43,2023-12-10,Machado,122,Srta. Maria Júlia Cardoso,67,Machado,Roupas
122,166,38.43,2023-12-10,Machado,571,Luan Correia,59,Machado,Eletrodomésticos
122,166,38.43,2023-12-10,Machado,996,Davi Miguel Freitas,51,Machado,Livros
123,141,32.93,2023-12-03,Siqueira,38,Sra. Ayla Souza,67,Siqueira,Eletrônicos
123,141,32.93,2023-12-03,Siqueira,123,Bruna Azevedo,75,Siqueira,Jogos
123,141,32.93,2023-12-03,Siqueira,199,Yago Araújo,47,Siqueira,Roupas
123,141,32.93,2023-12-03,Siqueira,353,Eduardo Martins,26,Siqueira,Eletrônicos
123,141,32.93,2023-12-03,Siqueira,838,Yan da Conceição,36,Siqueira,Eletrodomésticos
123,141,32.93,2023-12-03,Siqueira,977,Erick Fogaça,30,Siqueira,Livros
124,149,1.1,2024-09-02,Campos,124,Nathan Lopes,27,Campos,Jogos
124,149,1.1,2024-09-02,Campos,789,Juliana Vieira,39,Campos,Livros
124,149,1.1,2024-09-02,Campos,843,Léo Moreira,36,Campos,Eletrodomésticos
124,149,1.1,2024-09-02,Campos,957,Luigi Sá,45,Campos,Jogos
125,115,15.94,2024-08-11,Silva,125,Vinicius da Conceição,58,Silva,Jogos
125,115,15.94,2024-08-11,Silva,179,Maria Helena Abreu,66,Silva,Jogos
125,115,15.94,2024-08-11,Silva,456,Breno Câmara,75,Silva,Eletrodomésticos
125,115,15.94,2024-08-11,Silva,755,Maria Julia Rezende,30,Silva,Roupas
126,146,20.83,2024-03-11,Pimenta da Serra,126,Pedro Cassiano,32,Pimenta da Serra,Roupas
127,145,8.38,2024-03-26,da Conceição,36,Henry Aragão,23,da Conceição,Eletrônicos
127,145,8.38,2024-03-26,da Conceição,71,Vitor Hugo Ramos,75,da Conceição,Jogos
127,145,8.38,2024-03-26,da Conceição,127,Eduardo Aragão,31,da Conceição,Eletrônicos
127,145,8.38,2024-03-26,da Conceição,728,Sr. João Guilherme Câmara,45,da Conceição,Livros
128,184,50.53,2023-12-17,Borges,111,Eduardo da Rocha,36,Borges,Eletrônicos
128,184,50.53,2023-12-17,Borges,128,Sophie Nogueira,40,Borges,Eletrodomésticos
128,184,50.53,2023-12-17,Borges,155,Srta. Olivia da Rocha,70,Borges,Roupas
128,184,50.53,2023-12-17,Borges,309,Sr. Bryan Pacheco,70,Borges,Livros
128,184,50.53,2023-12-17,Borges,406,Heitor Cardoso,66,Borges,Roupas
128,184,50.53,2023-12-17,Borges,451,Sr. Luigi da Mota,46,Borges,Eletrodomésticos
128,184,50.53,2023-12-17,Borges,530,Julia Freitas,37,Borges,Roupas
128,184,50.53,2023-12-17,Borges,945,João Guilherme Vasconcelos,60,Borges,Eletrônicos
129,193,46.94,2024-05-23,Barros do Amparo,129,Ágatha Vasconcelos,64,Barros do Amparo,Livros
130,122,19.82,2023-11-15,Pacheco de Minas,130,Isaque Costela,28,Pacheco de Minas,Eletrodomésticos
131,184,48.64,2023-12-19,Sousa,131,Ana Costela,58,Sousa,Livros
131,184,48.64,2023-12-19,Sousa,255,Matteo Farias,67,Sousa,Eletrônicos
131,184,48.64,2023-12-19,Sousa,682,Pedro Henrique Peixoto,23,Sousa,Roupas
131,184,48.64,2023-12-19,Sousa,776,João Pedro Aragão,52,Sousa,Jogos
131,184,48.64,2023-12-19,Sousa,782,Maria Sophia Leão,20,Sousa,Eletrônicos
132,174,54.01,2023-12-23,Cirino Paulista,132,Renan Nogueira,41,Cirino Paulista,Roupas
133,146,29.71,2024-09-21,da Mata,133,Alana Casa Grande,80,da Mata,Livros
133,146,29.71,2024-09-21,da Mata,276,Melissa Silva,21,da Mata,Roupas
133,146,29.71,2024-09-21,da Mata,342,Raul Gomes,80,da Mata,Roupas
133,146,29.71,2024-09-21,da Mata,438,Amanda Ribeiro,27,da Mata,Roupas
133,146,29.71,2024-09-21,da Mata,504,Vicente Garcia,20,da Mata,Roupas
133,146,29.71,2024-09-21,da Mata,703,Felipe Gomes,56,da Mata,Jogos
133,146,29.71,2024-09-21,da Mata,844,Fernando da Luz,38,da Mata,Jogos
134,140,76.13,2024-07-19,Silveira,54,Luiz Miguel Casa Grande,58,Silveira,Livros
134,140,76.13,2024-07-19,Silveira,134,Fernando Cunha,56,Silveira,Eletrônicos
134,140,76.13,2024-07-19,Silveira,590,Carlos Eduardo Silveira,50,Silveira,Livros
134,140,76.13,2024-07-19,Silveira,933,Ester Albuquerque,63,Silveira,Livros
135,142,65.55,2024-03-15,Dias,135,Fernanda Santos,46,Dias,Roupas
135,142,65.55,2024-03-15,Dias,390,Alice Jesus,76,Dias,Eletrônicos
135,142,65.55,2024-03-15,Dias,478,Lavínia Guerra,26,Dias,Livros
135,142,65.55,2024-03-15,Dias,754,Caleb Marques,62,Dias,Livros
135,142,65.55,2024-03-15,Dias,824,Maitê Rezende,59,Dias,Eletrodomésticos
135,142,65.55,2024-03-15,Dias,895,Lucas Gabriel Nascimento,61,Dias,Jogos
135,142,65.55,2024-03-15,Dias,937,Marcelo Garcia,40,Dias,Jogos
136,130,0.09,2024-08-23,Fernandes das Pedras,136,Maria Luísa Sá,41,Fernandes das Pedras,Livros
137,126,59.64,2024-04-18,Marques,100,Clarice Melo,57,Marques,Eletrodomésticos
137,126,59.64,2024-04-18,Marques,137,Isabelly Marques,79,Marques,Eletrônicos
137,126,59.64,2024-04-18,Marques,389,Davi Lucas Sampaio,38,Marques,Livros
137,126,59.64,2024-04-18,Marques,428,Davi Lucas Mendes,45,Marques,Roupas
137,126,59.64,2024-04-18,Marques,679,Sr. Luiz Otávio das Neves,20,Marques,Roupas
137,126,59.64,2024-04-18,Marques,747,Ravi Lucca Ramos,21,Marques,Livros
137,126,59.64,2024-04-18,Marques,822,Sophie Teixeira,74,Marques,Eletrônicos
138,167,47.97,2024-04-24,Vieira,40,Dr. José Miguel Santos,55,Vieira,Livros
138,167,47.97,2024-04-24,Vieira,138,Elisa Silva,34,Vieira,Livros
138,167,47.97,2024-04-24,Vieira,462,Murilo Sampaio,61,Vieira,Roupas
138,167,47.97,2024-04-24,Vieira,513,Helena Fogaça,67,Vieira,Eletrônicos
138,167,47.97,2024-04-24,Vieira,954,Davi Lucas Aparecida,61,Vieira,Eletrodomésticos
139,174,73.66,2023-11-05,Rios de Caldeira,139,Yago Fogaça,61,Rios de Caldeira,Eletrodomésticos
140,109,70.43,2024-04-14,Leão,140,Vitor Ferreira,80,Leão,Eletrônicos
140,109,70.43,2024-04-14,Leão,188,Leonardo Macedo,50,Leão,Livros
140,109,70.43,2024-04-14,Leão,298,Henry Barbosa,77,Leão,Roupas
140,109,70.43,2024-04-14,Leão,429,Ana Julia Borges,51,Leão,Eletrodomésticos
140,109,70.43,2024-04-14,Leão,887,Sofia Cunha,63,Leão,Eletrodomésticos
141,102,96.95,2024-01-28,Guerra da Prata,141,Antony Machado,58,Guerra da Prata,Eletrodomésticos
141,102,96.95,2024-01-28,Guerra da Prata,835,Maria Julia Castro,34,Guerra da Prata,Livros
142,129,59.84,2024-04-07,Moura de Fonseca,142,Luiz Felipe Oliveira,47,Moura de Fonseca,Livros
143,179,85.9,2023-11-27,Vargas,143,Guilherme Sá,23,Vargas,Eletrônicos
143,179,85.9,2023-11-27,Vargas,156,Mariane Pires,44,Vargas,Eletrônicos
143,179,85.9,2023-11-27,Vargas,606,Laura Ribeiro,77,Vargas,Eletrodomésticos
143,179,85.9,2023-11-27,Vargas,951,Heloisa Mendes,20,Vargas,Livros
144,156,95.49,2024-05-01,Gonçalves dos Dourados,144,João Miguel Lima,52,Gonçalves dos Dourados,Jogos
145,165,23.81,2024-03-09,Moreira,145,José Miguel Camargo,45,Moreira,Eletrodomésticos
145,165,23.81,2024-03-09,Moreira,468,Maria Albuquerque,75,Moreira,Eletrônicos
145,165,23.81,2024-03-09,Moreira,821,Ana Julia Freitas,28,Moreira,Eletrodomésticos
146,163,31.77,2024-08-02,Mendes de Goiás,146,Alana Rocha,34,Mendes de Goiás,Jogos
147,197,39.77,2024-06-01,Montenegro do Oeste,147,Dr. Rael Mendonça,33,Montenegro do Oeste,Roupas
148,167,75.64,2023-11-24,Cavalcanti,148,Cecília Castro,63,Cavalcanti,Jogos
148,167,75.64,2023-11-24,Cavalcanti,619,Cecília Martins,30,Cavalcanti,Eletrônicos
148,167,75.64,2023-11-24,Cavalcanti,644,Larissa Caldeira,56,Cavalcanti,Livros
148,167,75.64,2023-11-24,Cavalcanti,872,Maria Flor Camargo,25,Cavalcanti,Livros
149,188,3.76,2024-04-16,Fonseca do Campo,149,Catarina Vieira,38,Fonseca do Campo,Roupas
150,143,10.2,2024-01-04,Mendonça de Minas,150,Vitor da Cunha,54,Mendonça de Minas,Livros
151,150,53.76,2024-03-31,Cassiano,151,Milena Almeida,38,Cassiano,Eletrodomésticos
151,150,53.76,2024-03-31,Cassiano,180,Theodoro Castro,25,Cassiano,Eletrodomésticos
151,150,53.76,2024-03-31,Cassiano,194,Davi Lucca Abreu,72,Cassiano,Eletrodomésticos
151,150,53.76,2024-03-31,Cassiano,423,Laura Moraes,64,Cassiano,Roupas
151,150,53.76,2024-03-31,Cassiano,974,Ana Beatriz Melo,76,Cassiano,Eletrodomésticos
152,154,14.76,2024-06-22,Costa,152,Bernardo Vieira,44,Costa,Eletrônicos
152,154,14.76,2024-06-22,Costa,447,Beatriz Castro,37,Costa,Livros
152,154,14.76,2024-06-22,Costa,629,Francisco Oliveira,56,Costa,Jogos
152,154,14.76,2024-06-22,Costa,663,Gabriela da Conceição,64,Costa,Eletrodomésticos
152,154,14.76,2024-06-22,Costa,672,Olivia Melo,67,Costa,Eletrodomésticos
153,110,38.42,2024-04-06,da Rocha das Flores,153,Maria Isis da Conceição,30,da Rocha das Flores,Jogos
154,137,53.29,2024-08-05,Teixeira,154,Gustavo Camargo,80,Teixeira,Jogos
154,137,53.29,2024-08-05,Teixeira,275,Alice Montenegro,70,Teixeira,Roupas
154,137,53.29,2024-08-05,Teixeira,418,Renan Jesus,31,Teixeira,Livros
154,137,53.29,2024-08-05,Teixeira,568,Henrique Oliveira,64,Teixeira,Eletrodomésticos
154,137,53.29,2024-08-05,Teixeira,667,Lorenzo Cardoso,18,Teixeira,Jogos
154,137,53.29,2024-08-05,Teixeira,845,Esther Silveira,31,Teixeira,Eletrônicos
154,137,53.29,2024-08-05,Teixeira,929,Nicolas Araújo,31,Teixeira,Eletrônicos
155,132,8.43,2024-07-21,Borges,111,Eduardo da Rocha,36,Borges,Eletrônicos
155,132,8.43,2024-07-21,Borges,128,Sophie Nogueira,40,Borges,Eletrodomésticos
155,132,8.43,2024-07-21,Borges,155,Srta. Olivia da Rocha,70,Borges,Roupas
155,132,8.43,2024-07-21,Borges,309,Sr. Bryan Pacheco,70,Borges,Livros
155,132,8.43,2024-07-21,Borges,406,Heitor Cardoso,66,Borges,Roupas
155,132,8.43,2024-07-21,Borges,451,Sr. Luigi da Mota,46,Borges,Eletrodomésticos
155,132,8.43,2024-07-21,Borges,530,Julia Freitas,37,Borges,Roupas
155,132,8.43,2024-07-21,Borges,945,João Guilherme Vasconcelos,60,Borges,Eletrônicos
156,181,10.93,2023-12-14,Vargas,143,Guilherme Sá,23,Vargas,Eletrônicos
156,181,10.93,2023-12-14,Vargas,156,Mariane Pires,44,Vargas,Eletrônicos
156,181,10.93,2023-12-14,Vargas,606,Laura Ribeiro,77,Vargas,Eletrodomésticos
156,181,10.93,2023-12-14,Vargas,951,Heloisa Mendes,20,Vargas,Livros
157,137,3.2,2024-03-16,da Conceição do Norte,157,Maria Julia Mendonça,42,da Conceição do Norte,Roupas
158,169,60.12,2024-03-19,Costa da Serra,158,Sr. Ravy Cardoso,70,Costa da Serra,Jogos
159,113,71.09,2023-10-27,Martins,159,Arthur Gabriel Castro,28,Martins,Eletrônicos
159,113,71.09,2023-10-27,Martins,278,Fernanda Borges,49,Martins,Eletrodomésticos
159,113,71.09,2023-10-27,Martins,337,Sra. Sarah Nogueira,42,Martins,Jogos
159,113,71.09,2023-10-27,Martins,433,Alícia Freitas,42,Martins,Jogos
159,113,71.09,2023-10-27,Martins,537,Leonardo Castro,71,Martins,Livros
159,113,71.09,2023-10-27,Martins,623,Alícia Pereira,61,Martins,Jogos
159,113,71.09,2023-10-27,Martins,756,Luiz Henrique Borges,60,Martins,Eletrônicos
159,113,71.09,2023-10-27,Martins,853,Manuela Lopes,18,Martins,Livros
159,113,71.09,2023-10-27,Martins,934,Elisa Cavalcanti,79,Martins,Roupas
160,127,49.27,2024-08-30,Lopes,160,Isaac Carvalho,41,Lopes,Eletrônicos
160,127,49.27,2024-08-30,Lopes,417,Catarina Azevedo,24,Lopes,Jogos
160,127,49.27,2024-08-30,Lopes,475,Matheus Moraes,47,Lopes,Roupas
160,127,49.27,2024-08-30,Lopes,503,Rafael Pimenta,77,Lopes,Jogos
160,127,49.27,2024-08-30,Lopes,810,Samuel Moura,44,Lopes,Roupas
161,185,84.84,2023-10-20,Albuquerque do Amparo,161,Olívia Leão,67,Albuquerque do Amparo,Eletrônicos
162,192,86.48,2024-03-10,Farias,12,Rodrigo Fonseca,41,Farias,Roupas
162,192,86.48,2024-03-10,Farias,162,Nicole Moura,49,Farias,Jogos
162,192,86.48,2024-03-10,Farias,321,Sra. Cecília Borges,35,Farias,Roupas
162,192,86.48,2024-03-10,Farias,357,Gabriel Freitas,32,Farias,Eletrodomésticos
